recipe_id,recipe_name,method
77,ต้มหน่อไม้ไผ่ตงกับหมู,"1. ล้างเนื้อหมูให้สะอาด หั่นชิ้นขนาด 2 × 3 ซม. หนา 0.5 ซม.
2. โขลกรากผักชี 5 ราก พริกไทย 5 เม็ด และกระเทียม 3 กลีบให้ละเอียด
3. ตั้งหม้อใส่น้ำมันหมู 1 ช้อนชา ผัดเครื่องโขลกจนหอม
4. ใส่เนื้อหมูลงผัดจนเริ่มสุก
5. เติมน้ำ 2 1/2 ถ้วยชา เคี่ยวจนเนื้อหมูเปื่อย
6. ใส่หน่อไม้ไผ่ตงที่หั่นไว้ เคี่ยวต่อจนสุก
7. ปรุงรสด้วยน้ำปลา 1–2 ช้อนชา ชิมรสตามชอบ

**หมายเหตุ** แกงต้มจืดชนิดนี้จะใช้หัวผักกาดสด หัวผักกาดเค็มต้มก็ได้ทำวิธีเหมือนกัน เว้นแต่หัวผักกาดเค็มต้องล้างให้หมดทรายแล้วจึงหั่น หั่นแล้วต้องดึงให้ยืดเสียก่อนจึงใส่หม้อ"
78,ผัดห่วงอาลัย,"1. ล้างไส้หมูให้สะอาด
2. ต่อยไข่เป็ดใส่ชาม เติมน้ำเคยดี 2 ช้อนชา คนให้ไข่แดงและไข่ขาวเข้ากัน
3. กรอกไข่ลงในไส้หมูโดยวิธีจับไส้ขึ้นรูดน้ำออกให้แห้ง ใช้ด้ายผูกข้างหนึ่งให้แน่น ให้เหลือช่องว่าง 3 ซม. จากปลาย แล้วผูกอีกด้านให้แน่น
4. ลวกไส้ไข่พอเกือบสุก (อย่าให้สุกเกินไป) จุ่มน้ำเย็น ผึ่งให้สะเด็ดน้ำ
5. หั่นไส้ไข่เป็นแว่น ๆ ยาว 0.7 ซม. ใช้มีดกดเบา ๆ ให้เกิดลวดลาย 6 แฉก
6. ลวกไส้ในกระชอนน้ำเดือดอีกครั้ง
7. เตรียมกุ้งผ่าหลังและหั่นเป็นท่อน 3 ซม. พริกหยวกหั่นเป็นวง 0.5 ซม. กระเทียมดองและกระเทียมสดสับเตรียมไว้
8. ตั้งกะทะให้ร้อน จัดน้ำมันหมู 2 ช้อนโต๊ะ เจียวกระเทียมสดจนเหลือง
9. ใส่เนื้อหมู กุ้ง ไส้ไข่ พริกหยวก กระเทียมดอง ลงผัดพร้อมกันสักครู่
10. เติมน้ำเคยดี 2 ช้อนชา และน้ำตาลทรายเล็กน้อย ผัดให้ทั่ว จนสุกและเข้ากันดี แล้วตักใส่จานพร้อมเสิร์ฟ"
79,ยำพริก,"1. แกะเมล็ดพริกชี้ฟ้าแล้วหั่นเป็นเส้นหยาบ หากไม่ชอบเผ็ด ให้ล้างน้ำก่อน
2. ตั้งน้ำมัน 2 ช้อนโต๊ะในกะทะ ผัดพริกจนพอสุก พักไว้
3. หั่นเนื้อหมู มันหมู กุ้งต้ม และหนังหมู เป็นชิ้นเล็กยาว 2 ซม.
4. ซอยหัวหอมเผาให้เรียบร้อย
5. คั่วมะพร้าวขูดพอเหลือง
6. ตั้งหัวกะทิข้น ๆ ให้เดือด
7. ผสมทุกอย่างเข้าด้วยกันในชามใหญ่
8. ปรุงรสด้วยน้ำปลา น้ำตาล และน้ำมะนาว ชิมรสตามชอบ
9. ตักใส่ภาชนะ โรยหน้าด้วยกุ้งแห้งป่น หอมเจียว กระเทียมเจียว และหัวหอมเผา"
80,น้ำพริกเผา,"1. คลุกผสมวัตถุดิบให้เข้ากัน ถ้าไม่ต้องการเผ็ดมาก ให้ผ่าพริกเอาเม็ดออก แช่น้ำล้าง แล้วตากให้แห้ง
2. กระเทียมทั้งเปลือก ตากให้แห้ง จากนั้นคั่วพอหอม แล้วป่นให้ละเอียด
3. ใส่น้ำเชื่อมและน้ำปลาลงในภาชนะเคลือบ ตั้งบนไฟอ่อน ๆ
4. ค่อย ๆ ใส่พริกป่นและกระเทียมป่นลงไป คนให้เข้ากันทีละน้อย
5. หากน้ำพริกแข็งหรือเหนียวเกินไป เติมน้ำสุกได้ตามสมควร
6. เก็บน้ำพริกในภาชนะสะอาดและแห้ง สามารถเก็บได้หลายเดือน
7. ใช้ปรุงแกง ต้มยำ ยำต่าง ๆ หรือใช้จิ้มหนังหมู ข้าวเกรียบ และอาหารอื่น ๆ"
81,หมูทอดเค็ม,"1. ล้างหมูให้สะอาด ขนาดหมูสามารถใหญ่หรือเล็กกว่าเล็กน้อยได้
2. โขลกรากผักชี พริกไทย และกระเทียมให้ละเอียด
3. ผสมเกลือป่นลงไป แล้วทาเครื่องที่โขลกให้ทั่วหมู เคล้าให้เข้ากันจนเครื่องเข้าเนื้อ
4. ตั้งกะทะบนไฟอ่อน ใส่น้ำมันหมู รอจนร้อน
5. ใส่หมูลงทอด เรียงให้ชิ้นไม่ทับกัน
6. รอจนด้านหนึ่งเหลืองทั่วแล้วค่อยกลับอีกด้าน
7. เมื่อหมูเหลืองทั้งสองด้าน ตักขึ้นใส่จาน ตักน้ำมันส่วนที่เหลือราดบนชิ้นหมู

**หมายเหตุ** หมูเค็มทอดอีกวิธีหนึ่ง ใช้แต่น้ำปลาดี กับพริกไทยราดลงบนหมู เคล้าให้เข้ากันจนน้ำปลาแห้ง แล้วทอดตามวิธีข้างบนนี้"
82,เต้าหู้ยี้ปรุงรส,"1. เตรียมปลาดุกทอดฟู บิดเป็นชิ้นเล็ก ๆ ใส่ชาม
2. ผสมเต้าหู้ยี้กับน้ำมะนาว (ถ้าต้องการให้เหลวขึ้น เติมน้ำสุกเล็กน้อย) คนจนเข้ากัน
3. ราดส่วนเต้าหู้ยี้ลงบนปลาดุกฟู
4. โรยหัวหอมซอยและพริก (พริกขี้หนู พริกเหลือง) ตามชอบ
5. รับประทานทันที"
83,กล้วยทอด,"1. ร่อนแป้งสาลี น้ำตาลทราย เกลือ และผงฟูเข้าด้วยกัน
2. ตีไข่ไก่จนขึ้นฟูแล้วใส่ส่วนแป้ง นมสด และเนยละลายลงไป ผสมให้เข้ากันดีจนเป็นเนื้อเดียว
3. ตัดกล้วยตามขวาง หนาประมาณ 1 1/2 ซม.
4. จุ่มกล้วยลงในแป้งที่ผสมไว้ให้ทั่ว
5. ตั้งหม้อทอดน้ำมันให้ร้อน ใช้น้ำมันประมาณครึ่งหม้อ
6. ใส่กล้วยชุบแป้งลงทอดประมาณ 4–6 นาที จนเหลืองกรอบ
7. ตักขึ้นพักให้สะเด็ดน้ำมัน แล้วเสิร์ฟร้อน ๆ"
84,แกงต้มส้ม,"1. ล้างปลาช่อนให้สะอาดหมดเมือก
2. โขลกรากผักชี พริกไทย หัวหอม และขิงแว่นให้ละเอียด
3. ตั้งหม้อน้ำ 2 ถ้วยชา ใส่กะปิ น้ำปลา น้ำตาล และน้ำส้มมะขามเปียก ผสมเครื่องโขลกลงไป ละลายให้เข้ากัน ปรุงรสเค็ม หวาน เปรี้ยวตามชอบ
3. เมื่อน้ำเดือด ใส่ปลาช่อนลงต้มจนสุกและรสกลมกล่อม
4. ใส่ขิงหั่นฝอยและต้นหอม ยกลงตักใส่ชาม
5. โรยผักชี พริกแดงหั่น และหอมเจียว (ตามชอบ)

**หมายเหตุ** แกงต้มส้มนี้ จะใส่ปลาอื่นก็ได้ เช่นปลาทูสด ปลาใบไม้สด ปลาเนื้ออ่อน ปลาหมอ ฯลฯ"
85,ต้มยำปลา,"1. ล้างปลาให้สะอาด ตวงน้ำ 2 ถ้วยใส่หม้อ พร้อมซาวข้าวสาร ใส่หัวหอมและกระเทียมทุบ ต้มจนข้าวบาน
2. ใส่ปลา ตะไคร้ และใบมะกรูด ถ้ามีไข่ปลาให้กรีดใส่ลง ต้มจนสุกและไข่แตกเป็นแพ
3. ตักหัวปลาออก เก็บกระดูก ตักปลาชิ้นอื่น ๆ ลงชาม รินน้ำแกงใส่ ระวังอย่าให้เมล็ดข้าวลงไป
4. ละลายน้ำพริกเผากับน้ำปลาและน้ำมะนาว ใส่ลงในชาม ปรุงรสด้วยน้ำตาลตามชอบ
5. ใส่มะม่วงดิบซอย (ถ้าต้องการ) โรยผักชี ต้นหอม กระเทียมเจียว และบุบพริกขี้หนูตามชอบ

##การปรุง:
จะใช้พริกเผาหรือน้ำพริกป่า คือ กระเทียม 5 กลีบ กระปีดี 1/2 ช้อนชา โขลกให้ละเอียด บุบพริกขี้หนูหรือพริกชี้ฟ้าเหลืองใส่ด้วยก็ได้ ถ้าจะทำเป็นต้มยำกะทิ ใช้กะทิแทนน้ำและไม่ต้องใส่ข้าวสาร"
86,แกงเห็ดฟางกับมะเขือเทศ,"1. ทำเห็ดฟางให้สะอาด ปอกมันแกวและหั่นเป็นเสี้ยวบาง ๆ ปอกแห้วจีนหั่นเป็นแว่น ไม่บางเกินไป หั่นมะเขือเทศ และขูด-หั่นมะอึกเป็นสี่เสี้ยว พักไว้
2. คั้นกะทิข้นจากมะพร้าวขูด ตั้งไฟให้เดือดจนแตกมัน
3. โขลกเครื่องน้ำแกง (พริกแห้ง ข่า ตะไคร้ หัวหอม ผิวมะกรูด รากผักชี พริกไทย กระเทียม) ให้ละเอียด
4. ใส่เครื่องโขลกลงผัดกับหัวกะทิจนหอม ปรุงรสด้วยเกลือและผงชูรสตามชอบ
5. ใส่เห็ดฟาง มันแกว แห้วจีน มะอึก และมะเขือเทศลงเคี่ยวในน้ำแกงจนสุกนุ่ม
6. ใส่ใบมะกรูดและพริกสด ปิดท้ายด้วยใบโหระพา ชิมรสตามชอบ พร้อมเสิร์ฟ"
87,ต้มโคล้งกุ้ง,"1. ตวงน้ำใส่หม้อ ตั้งไฟให้เดือด (ใช้น้ำต้มกระดูกได้ก็ยิ่งดี)
2. ล้างกุ้งให้สะอาด ปอกเปลือกและผ่าเป็นชิ้นตามขนาด เก็บหัวกุ้งและมันกุ้งเตรียมไว้
3. เมื่อน้ำเดือด ใส่กุ้งลงไป คนพอทั่ว แล้วยกขึ้น
4. ใส่ใบกระเพรา 2 ช่อ (ถ้าชอบ) และปรุงรสด้วยน้ำปลา น้ำมะนาว และพริกขี้หนู/พริกชี้ฟ้า
5. ตักใส่ชาม โรยผักชีสำหรับตกแต่ง พร้อมเสิร์ฟ

**หมายเหตุ** ถ้าไม่มีกุ้งหลวง ใช้กุ้งตะเข็บ ปอกแล้วไม่ใช้หัว ล้างให้สะอาด ผ่าหลังให้จวนขาดออกจากกัน ถ้าตัวขนาดย่อมให้ใช้ทั้งตัว ถ้าตัวโตตัดเป็น 2 ท่อน เมื่อสุกแล้วจะเป็นก้อนกลมน่ารับประทาน ถ้าตัวใหญ่ 8 ตัว ถ้าตัวย่อมใช้ 16 ตัว"
88,แกงจืดลูกชิ้นกับจีฉ่าย,"1. ผสมเกลือ 1/2 ช้อนชากับแป้งสาลี 1/2 กิโลกรัม ร่อนลงชามใหญ่
2. เติมน้ำทีละน้อย นวดจนเป็นก้อนแป้งเหนียวพอเหมาะ ไม่เหลวเกินไป
3. ใส่ก้อนแป้งลงในน้ำพอท่วม ค่อย ๆ ล้างให้ละอองแป้งออกจนเหลือแค่แป้งเหนียว
4. บีบแป้งให้แห้ง ใส่ครกโขลกกับกระเทียมและพริกไทยให้เหนียว
5. ปั้นเป็นลูกชิ้นขนาดพอเหมาะ ใส่ลงในน้ำเดือดจนสุก ตักขึ้นแช่น้ำเย็นพักไว้
6. ตักน้ำใส่หม้อพอสมควร ตั้งไฟ ใส่น้ำซีอิ๊ว ผงชูรส เกลือ ปรุงรสตามชอบ
7. ใส่ลูกชิ้นที่ทำไว้ลงในหม้อ
8. ใส่จีฉ่ายที่ล้างแล้ว ตังฉ่าย ต้นหอม ผักชี และโรยพริกไทย
9. ต้มจนลูกชิ้นสุกทั่วและน้ำแกงหอมรสกลมกล่อม ยกลงใส่ชามพร้อมเสิร์ฟ

**หมายเหตุ** จีฉ่าย เป็นสาหร่ายทะเลชนิดหนึ่ง คนจีนเรียกจีฉ่าย เขาทำเป็นแผ่นกลม ๆ ตากแห้งคล้ายข้าวเกรียบ ส่วนน้ำแป้งที่เก็บไว้ ทิ้งไว้ให้นอนน้ำรินน้ำออก แล้วเอาแป้งตากให้แห้ง ใช้ทำอะไรก็ได้ คนจีนใช้ทำขนมจีน"
89,ไข่สามชั้น,"1. ล้างผิวเป็ดให้สะอาด ตัดคอ กรีดหนังตามสันหลังแล้วเลาะเนื้อออกเป็นแผ่น ตัดกระดูกปีกและขาออก แล้วยัดกลับเข้าไปทางเนื้อ
2. ทาเกลือ 1 ช้อนชา และพริกไทย 1 ช้อนชาให้ทั่วเนื้อ เก็บพักไว้
3. ต้มไข่เป็ด 4 ฟอง ประมาณ 15 นาที แช่น้ำเย็นแล้วปอกเปลือก
4. ซับและเช็ดก้อนเนื้อให้แห้ง ใช้ดินประสิวทาให้ทั่ว กรีดและสับเนื้อให้ละเอียด
5. ผสมเนื้อสับกับแอปเปิลหั่น ลูกจันทร์ป่น เกลือ พริกไทย และน้ำตาลทราย นวดจนเข้ากันและเนียน
6. แผ่เนื้อเป็ดออก วางเนื้อสับให้ทั่ว แผ่ไข่ฝานเป็นแว่นวางเรียงตามยาวตัวเป็ด ม้วนให้แน่น ใช้ด้ายพันให้แน่นทั้งตัว
7. ตัดหนังคอเป็นแผ่นเล็ก ปะเย็บปิดรอยก้น ใช้ไม้แบน 4 ชิ้น ดามรอยก้นและพันด้วยเชือก
8. อบในเตาอบหรือกะทะ ใช้ไฟอ่อน ใส่น้ำมันหมูเล็กน้อย คอยกลับให้สุกเหลืองทั่ว เติมน้ำเล็กน้อยหากแห้ง จนเป็ดสุกนุ่ม
9. พักเป็ดให้เย็น ปรุงน้ำที่เหลือในกะทะให้มีรสเค็มหวานเล็กน้อย
10. ใช้มีดคมหั่นเป็นแว่นขนาดพอดี จัดเรียงลงจานพร้อมราดน้ำที่ปรุงไว้"
90,มันผรั่งบดใส่ไส้,"1. ตั้งกระทะใส่น้ำมันเล็กน้อย ผัดหอมหัวใหญ่จนสุกใส จากนั้นใส่เนื้อไก่และเมล็ดถั่วลันเตา ผัดให้เข้ากัน
2. ปรุงรสด้วยเกลือ พริกไทย น้ำตาล และผงชูรส ผัดจนเครื่องเข้ากันดีแล้วตักขึ้นพักไว้
3. ต้มมันฝรั่งจนสุกนุ่ม แล้วบดให้ละเอียดเป็นเนื้อเดียวกัน
4. ตักมันฝรั่งพอประมาณ แผ่ให้แบน แล้วตักไส้ที่ผัดไว้ใส่ตรงกลาง ปั้นเป็นก้อนกลมหรือรีตามต้องการ
5. ชุบไข่ไก่ แล้วคลุกขนมปังแห้งบดให้ทั่ว
6. ทอดในน้ำมันร้อนไฟปานกลางจนเหลืองกรอบทั้งสองด้าน
7. ตักขึ้นพักให้สะเด็ดน้ำมัน จัดเสิร์ฟร้อน ๆ"
91,ไข่ในรัง,"##วีธีเตรียมรังรองขนมแบบมะพร้าว:
ผสมมะพร้าวขูด น้ำตาล และแป้งมันเข้าด้วยกัน นำไปอบที่ไฟอ่อน 5 นาที หรือใช้กระทะคั่วให้มะพร้าวแห้งเล็กน้อย แล้วตักใส่พิมพ์เป็นฐานรองขนม

##วีธีเตรียมรังรองขนมแบบแบบแป้งกรอบ:
ผสมแป้งข้าวเจ้า แป้งมัน น้ำตาล น้ำปูนใส และกะทิให้เข้ากัน ตั้งกระทะเทฟลอน ใช้ไฟอ่อน ค่อย ๆ หยอดแป้งให้เป็นแผ่นบาง ตั้งกระทะเทฟลอน ใช้ไฟอ่อน ค่อย ๆ หยอดแป้งให้เป็นแผ่นบาง

##วีธีทำตัวขนมไข่:
ตีไข่กับน้ำตาลทรายจนขึ้นฟูและเป็นสีอ่อน (ใช้เครื่องตีไฟฟ้าจะช่วยให้ขึ้นฟูดี) ร่อนแป้งสาลีและผงฟูลงไป แล้วค่อย ๆ ตะล่อมให้เข้ากัน เติมกลิ่นวานิลลา นมสด และเนยละลาย คนเบา ๆ ให้เข้ากัน แล้วตักส่วนผสมใส่พิมพ์ที่มีรังรองอยู่ประมาณ 3/4 ของพิมพ์

##วีธีอบขนม:
วอร์มเตาอบที่อุณหภูมิ 180°C ประมาณ 10 นาที นำขนมเข้าอบประมาณ 15-20 นาที หรือจนสุกเป็นสีเหลืองทอง แล้วนำออกจากเตา พักให้เย็น แล้วแกะออกจากพิมพ์"
92,ปลาโฉมตรู,"1. หักหัวและหางปลาทูนึ่งออก แล้วลวกน้ำร้อนให้เนื้อนุ่ม แกะเฉพาะเนื้อเป็น 2 ซีก ผึ่งให้สะเด็ดน้ำไว้
2. เด็ดยอดผักบุ้ง ล้างให้สะอาด หั่นเฉียงพอคำ
3. ตั้งกระทะใส่น้ำมันพืชให้ร้อน ใส่กระเทียมทุบลงผัดจนหอม ใส่ผักบุ้ง ปรุงรสด้วยน้ำซีอิ๊วขาว ผัดพอสุก
4. ตักผักบุ้งใส่จาน จัดเรียงเนื้อปลาทูวางคว่ำบนผักบุ้ง โดยให้หางปลามาบรรจบกันตรงกลาง
5. ราดด้วยพริกชี้ฟ้าดองน้ำส้มให้ทั่ว เสิร์ฟขณะร้อน"
93,ไข่เค็มชั้น,"1. แยกไข่แดงและไข่ขาวของไข่เค็มและไข่ไก่ออกจากกัน จากนั้นนำไข่ขาวทั้งหมด (ทั้งเค็มและจืด) ผสมให้เข้ากัน เทใส่ถาดแบนแล้วนึ่งประมาณ 5 นาที ยกลงพักไว้
2. โขลกรากผักชี พริกไทย และกระเทียมให้ละเอียด สับหมูให้ละเอียดแล้วนำไปคลุกกับเครื่องที่โขลกไว้ จากนั้นใส่ไข่แดงจืดลงเคล้าให้เข้ากัน
3. ปั้นหมูเป็นก้อนแบน ๆ วางบนไข่ขาวที่นึ่งไว้ โดยเว้นระยะห่างระหว่างก้อนประมาณ 1 นิ้ว
4. นำไข่แดงเค็มผ่าครึ่งแล้วคว่ำลงบนก้อนหมูแต่ละก้อน จากนั้นนำไปนึ่งต่อประมาณ 25 นาทีจนสุก
5. เมื่อสุกแล้ว ยกออกจากลังถึง พักให้เย็นเล็กน้อย แล้วตัดเป็นชิ้นสี่เหลี่ยมหรือสามเหลี่ยมตามชอบ จัดใส่จาน
6. ตกแต่งด้วยใบผักชีและพริกแดงซอยฝอย โรยให้สวยงาม

**หมายเหตุ** ไข่เค็มชั้นนี้ใช้รับประทานกับแกงเผ็ด ข้าวมัน หรือส้มตำดี"
94,แกงเลียงขี้เหล็ก,"1. โขลกเครื่องแกงทั้งหมด ได้แก่ ปลาช่อนย่าง ปลากุเลาเค็มปิ้ง พริกไทย หัวหอมแดง กะปิ และกระชาย ให้ละเอียด
2. นำน้ำหรือน้ำซุปใส่หม้อ ตั้งไฟให้ร้อน แล้วละลายเครื่องแกงที่โขลกไว้ลงไป คนให้เข้ากัน
3. ใส่ขี้เหล็กที่ต้มคั้นน้ำเรียบร้อยลงในหม้อ ต้มจนเดือด
4. ปรุงรสด้วยน้ำปลา เคี่ยวต่ออีกเล็กน้อยจนเดือดทั่ว แล้วปิดไฟ
5. ตักใส่ชาม โรยหน้าด้วยพริกเหลืองหั่นละเอียดก่อนเสิร์ฟ (ถ้าชอบรสเผ็ด)"
95,ผัดคะน้า,"1. หั่นหมูเป็นชิ้นบางขนาดประมาณ 2×3 เซนติเมตร คลุกกับแป้งมันให้ทั่ว แล้วพักไว้ในจาน
2. แยกใบคะน้าออกจากก้าน หั่นก้านเฉียงบาง ๆ และหั่นใบเป็นสี่เหลี่ยมขนาดประมาณ 3×3 เซนติเมตร แช่น้ำให้สดแล้วพักไว้
3. ตั้งกระทะใส่น้ำมันหมู ใช้ไฟแรงจนร้อนจัด ใส่กระเทียมทุบลงผัดจนหอม
4. ใส่คะน้าและน้ำปลา ผัดเร็ว ๆ แล้วปิดฝาไว้ครู่หนึ่ง เปิดกลับผักให้ทั่ว ใส่หมูลงผัดจนสุก
5. โรยพริกไทยป่น คนให้เข้ากัน ตักขึ้นเสิร์ฟร้อน ๆ

**หมายเหตุ** ผักชนิดนี้ ต้องใช้ไฟแรงมาก และผักที่จะผัดอย่างนี้ เช่น ผักกาดหอม ต้นกุ้ยไฉ่ ต้นกระเทียม ดอกกุ้ยไฉ่ ต้องผัดให้เร็วกว่านี้ คือพอใส่ผักลงไปใส่น้ำปลา หมูคนให้ทั่วรับตักขึ้น ถ้าทิ้งไว้ช้าเหมือนคะน้า ผักจะเหยี่ยวเกินไป แต่ผัดต้นกระเทียมควรใส่กุ้งด้วย ถ้าชอบหวานก็ใส่น้ำตาลด้วย"
96,ปลาช่อนต้มเค็มกับก๋งฉ่าย,"1. ขอดเกล็ดปลาช่อน ล้างให้สะอาด แล้วหั่นเป็นแว่นหนาประมาณ 1/2 นิ้ว พักให้สะเด็ดน้ำ
2. ตั้งกระทะใส่น้ำมันให้ร้อน ใช้ไฟกลาง นำปลาช่อนลงทอดให้เหลืองทั้งสองด้าน แล้วตักขึ้นพักไว้ให้สะเด็ดน้ำมัน
3. เทน้ำมันออกให้เหลือประมาณ 2 ช้อนโต๊ะ ใส่กระเทียมลงเจียวจนเหลืองหอม
4. ใส่ก๋งฉ่าย เกี้ยมฉ่าย และผงพะโล้ ผัดพอหอม
5. ตักส่วนผัดใส่หม้อ เรียงชิ้นปลาทอดลงไป ใส่พริกชี้ฟ้าแดง เติมน้ำพอท่วมปลา
6. เคี่ยวด้วยไฟอ่อนจนผักเปื่อยและน้ำงวดเล็กน้อย ชิมรส หากอ่อนเค็มให้เติมเกลือตามชอบ
7. ตักใส่จาน เสิร์ฟร้อน ๆ รับประทานกับข้าวสวย"
97,ก๋วยเตี๋ยวผัด,"1. สับเนื้อไก่หรือเนื้อโคให้ละเอียด แล้วคลุกเคล้ากับคึ่นช่าย ซีอิ๊ว 1 ช้อนโต๊ะ และพริกไทยป่น พักไว้ประมาณ 10 นาที
2. ตั้งกระทะบนไฟกลาง ใส่น้ำมันหมูให้ร้อน ใส่เส้นก๋วยเตี๋ยวลงผัดจนแห้งและร้อนทั่ว
3. ใส่เนื้อที่หมักลงไป ขยี้ให้กระจาย ผัดให้สุกทั่ว ปรุงรสด้วยซีอิ๊วที่เหลือ ผัดต่อจนหอมและแห้งน้ำ
4. ตักใส่จาน เสิร์ฟพร้อมน้ำมะเขือเทศหรือน้ำซอสมะเขือเทศราดเล็กน้อย"
98,ไข่เค็มทอดกรอบ,"1. ต่อยไข่เค็ม แยกไข่แดงไว้ต่างหาก แล้วหั่นเป็นชิ้นสี่เหลี่ยมขนาดลูกเต๋า พักไว้
2. นวดแป้งข้าวจ้าวกับหัวกะทิให้เข้ากัน
3. ใส่ไข่ขาวของไข่เค็มและไข่เป็ดลงผสมกับแป้งให้เข้ากันดี
4. เติมไข่แดงของไข่เค็มที่หั่นไว้ลงในส่วนผสม
5. ตั้งน้ำมันหมูให้ร้อน ใช้ช้อนตักส่วนผสมไข่ที่มีไข่แดงอยู่ตรงกลาง หยอดลงทอดในน้ำมัน
6. ทอดจนไข่ฟู เหลืองกรอบ แล้วตักขึ้นพักบนกระชอนให้น้ำมันสะเด็ด"
99,แกงจืดต้นคะน้า,"1. ล้างต้นคะน้า กรีดกลางใบและทุบต้นให้แตกหากใบใหญ่ หั่นเป็นชิ้นแล้วล้างน้ำ สะเด็ดน้ำพักไว้
2. ต่อยไข่เค็ม แยกไข่แดงใส่จาน
3. ใส่แป้งข้าวจ้าวลงในอีกจานหนึ่ง พรมน้ำเล็กน้อยให้แป้งนุ่ม ปั้นผสมกับไข่แดงและไข่ขาว ตีให้เข้ากันดี
4. ตั้งน้ำมันหมูในกะทะให้ร้อน จึงเทส่วนผสมไข่ลงเจียวให้เหลืองทั้งสองด้าน
5. หั่นไข่เจียวเป็นชิ้นสี่เหลี่ยมขนาดพอเหมาะ
6. ตั้งหม้อน้ำให้เดือด ใส่คะน้าลงต้มจนสุก
7. ใส่ไข่เจียวลงไป ต้มต่อสักครู่
8. ปรุงรสด้วยกระเทียมเจียว น้ำปลา และเกลือ/น้ำตาลตามชอบ
9. ตักใส่ชาม เสิร์ฟร้อน ๆ"
100,สาเกเชื่อม,"1. ปอกเปลือกสาเก ตัดเป็นชั้นหรือวงตามชอบ และเอาไส้กลางออก
2. แช่สาเกในน้ำดินสอพองประมาณ 1 คืน เพื่อให้เนื้อสาเกขาวสะอาด
3. ตั้งน้ำและน้ำตาลบนไฟอ่อน จนละลายเป็นน้ำเชื่อม
4. ใส่สาเกลงเคี่ยวต่อจนเนื้อนุ่มและน้ำเชื่อมเหนียวคล้ายน้ำตาลยางมะตูม
5. ตักขึ้น พักให้เย็นและพร้อมเสิร์ฟ"
101,ไข่สวรรค์,"1. สับกุ้งและเนื้อหมูรวมกัน ปรุงรสด้วยน้ำปลา ผงชูรส และแป้งสาลี คนให้เข้ากัน
2. ปั้นเป็นก้อนกลม ขนาดตามต้องการ ยัดไส้ด้วยเนื้อปู แล้วคลุกขนมปังป่นให้ทั่ว
3. ตั้งน้ำมันให้ร้อนปานกลาง ทอดก้อนไข่จนสุกและเหลืองทั่ว ตักขึ้นให้สะเด็ดน้ำมัน
4. ผ่าไข่สวรรค์ออกเป็น 2 ซีกเพื่อให้เห็นไส้ปู เสิร์ฟพร้อมน้ำจิ้มพริกหรือน้ำบ้วยเจี่ยผสม"
102,มักกะโรนีรังแตน,"1. หักมักกะโรนีเป็น 2 ท่อน ลวกในน้ำเดือดจนสุก แล้วสะเด็ดน้ำให้แห้ง
2. สับหอมหัวใหญ่ ตับหมู และเนื้อหมูให้ละเอียด ผสมกับลูกจันทน์ป่น เกลือ พริกไทย และผงชูรส เคล้าให้เข้ากัน
3. ผสมเส้นมักกะโรนีกับเนื้อและตับให้ทั่ว
4. ทาถาดปิ้งด้วยน้ำมัน จัดเส้นมักกะโรนีผสมเนื้อให้เรียงเส้นสลับกันให้แน่นและเรียบเสมอกัน
5. นึ่งจนสุกประมาณ 20–25 นาที (หรือจนเนื้อสุกและร้อนทั่ว) ยกลงพักให้เย็น
6. แซะขอบจากถาด ตัดเป็นชิ้นสี่เหลี่ยมแบนเหมือนรังแตน
7. เสิร์ฟพร้อมซอสมะเขือเทศ"
103,น้ำพริกเครื่องสด,"1. เผากะปิให้หอม
2. ล้างกุ้งแห้งจืดให้สะอาด ผึ่งให้หมาดแล้วหั่นเล็ก ๆ
3. ผสมกะปิ กุ้งแห้ง กระเทียม หอมซอย และระกำฝานในชาม
4. บีบน้ำมะนาว ใส่น้ำปลา น้ำตาล แล้วใช้ช้อนคนให้เข้ากัน
5. บุบพริกเหลืองและพริกขี้หนูตามชอบ ใส่ลงผสม
6. ใส่ใบผักชีฝรั่งหั่นฝอย คนให้เข้ากัน ชิมรสและปรับตามชอบ"
104,ปลาทูร่องสวน,"1. ใส่เครื่องน้ำพริกทั้งหมดลงในหม้อ เติมน้ำพอท่วม ต้มเคี่ยวจนเปื่อย
2. ช้อนขึ้นมา กรองโขลกให้ละเอียด และคั้นด้วยน้ำกะทิจนได้เนื้อข้น
3. นำหม้อขึ้นตั้งไฟ เคี่ยวจนงวด (ไม่ต้องแห้งมาก) เป็นน้ำพริก
4. เจียวหัวหอมเตรียมไว้
5. ล้างปลาทูให้สะอาด ทอดพอเหลือง แกะก้างออกเป็น 2 ซีก
6. เด็ดใบผักบุ้งบางส่วน หั่นตามขวางพอคำแล้วผัดไฟแรงสุก
7. ตักผักบุ้งใส่จานกลม ๆ วางปลาทูเรียงเป็นวงกลมให้หางรวมกัน
8. ราดน้ำพริกที่เคี่ยวไว้ให้ทั่ว โรยหัวหอมเจียว"
